"Particulars","FG/RM/PM","Group","Sub-Group","UOM","Customer","Sale Group","GST","HSN/SAC"
"PM24-Vacuum Pouch For 1 Kg- 210 x 305mm, 16G - 90 Micron (Solimo) 1000 gm","PM","Packaging","Pouch","0.000","AMAZON","PM","18%","39232990"
"PM24-Vedaka Blue Zipper Pouch 250GM","PM","Packaging","Pouch","0.000","AMAZON","PM","18%","(39239090)"
"PM24-Vedaka Blue Zipper Pouch 500 gm","PM","Packaging","Pouch","0.000","AMAZON","PM","18%","38239090"
"PM24-Vedaka Popular 100G Pouch","PM","Packaging","Pouch","0.000","AMAZON","PM","18%","3923"
"PM24-Vedaka Popular Pouch Roll 200 gm","PM","Packaging","Pouch Roll","0.000","AMAZON","PM","18%","3920"
"PM24-Vedaka Premium 1Kg Pouch(190mmx260mm) 1000 gm","PM","Packaging","Pouch","0.000","AMAZON","PM","18%","3923"
"PM24-Vedaka Premium Pouch(130mm x 183mm) 200 gm","PM","Packaging","Pouch","0.000","AMAZON","PM","18%","3923"
"PM24-Vedaka Premium Pouch (130x153mm) 100 gm","PM","Packaging","Pouch","0.000","AMAZON","PM","18%","3923"
"PM24-Vedaka Purple Plain Pouch  1 Kg","PM","Packaging","Pouch","0.000","AMAZON","PM","18%","38239090"
"PM24-Vedaka Purple Plain Pouch  500 gm","PM","Packaging","Pouch","0.000","AMAZON","PM","18%","392390"
"PM24-Vedaka Purple Pouch 100GM","PM","Packaging","Pouch","0.000","AMAZON","PM","18%","39219096"
"PM24-Vedaka Purple Pouch 200GM","PM","Packaging","Pouch","0.000","AMAZON","PM","18%","39239090"
"PM24-Vedaka Purple Pouch Roll 100GM","PM","Packaging","Pouch Roll","0.000","AMAZON","PM","18%","39219096"
"PM24-Vedaka Purpler Pouch Roll 200GM","PM","Packaging","Pouch Roll","0.000","AMAZON","PM","18%","39239090"
"PM24-Vedaka Purple Zipper Pouch 1 Kg","PM","Packaging","Pouch","0.000","AMAZON","PM","18%","392390"
"PM24-Vedaka Purple Zipper Pouch 200GM","PM","Packaging","Pouch","0.000","AMAZON","PM","18%","38239090"
"PM24-Vedaka Purple Zipper Pouch 250GM","PM","Packaging","Pouch","0.000","AMAZON","PM","18%","(39239090)"
"PM24-Vedaka Purple Zipper Pouch 500GM","PM","Packaging","Pouch","0.000","AMAZON","PM","18%","39239090"
"PM24-Vedaka Purple Zipper Pouch Roll 500GM","PM","Packaging","Pouch Roll","0.000","AMAZON","PM","18%","39239090"
"PM24-Vedaka Red Zipper Pouch 1KG","PM","Packaging","Pouch","0.000","AMAZON","PM","18%","(39239090)"
"PM24-Vedaka Red Zipper Pouch 250GM","PM","Packaging","Pouch","0.000","AMAZON","PM","18%","39239090"
"PM24-Vedaka Red Zipper Pouch 500GM","PM","Packaging","Pouch","0.000","AMAZON","PM","18%","(39239090)"
"PM24-Wad (Big) Reliance PGP 500 gm For 1000 Ml Round Glass Jar","PM","Packaging","Wad","0.000","RELIANCE","PM","18%","70109000"
"PM24-Wad For 1000 Ml Reliance PGP Glass","PM","Packaging","Wad","0.000","RELIANCE","PM","18%","70109000"
"PM24-Wad For 500 Ml Reliance PGP Glass","PM","Packaging","Wad","0.000","RELIANCE","PM","18%","70109000"
"PM24-White Generic Pouch-20 Kg 20000 gm","PM","Packaging","Pouch","0.000","GENERAL","PM","18%","39232990"
"PM24-White Laminate Roll For BAPS 30 gm","PM","Packaging","Roll","0.000","BAPS","PM","18%","39209999"
"PM24-White Lion Brazilnuts Roasted 500 gm","PM","Packaging","Pouch","0.000","TAJIR","PM","18%","39232990"
"PM24-White Milky Tub Rc 201 750 Ml 500 gm","PM","Packaging","Tub","0.000","BIG BASKET","PM","18%","39233090"
"PM24-White Roll With Eyemark","PM","Packaging","Roll","0.000","GENERAL","PM","18%","3920"
"PM24-White Strip PP Heat Sealing Roll Fully Auto Size 1260-Carton Packaging 5000 gm","PM","Packaging","Roll","0.000","GENERAL","PM","18%","3920"
"PM24-Wholesome Millets Bar R 30 gm","PM","Packaging","Roll","0.000","EMPL","PM","18%","4819"
"PM24-Yellow Label 100x50 mm 50 gm","PM","Packaging","Label","0.000","GENERAL","PM","18%","39239090"
"PM24-Yumasana Cashew Barbeque Standy Pouch","PM","Packaging","Pouch","0.000","Swiggy","PM","18%","39209999"
"PM24-Yumasana Cashew Pepper Standy Pouch","PM","Packaging","Pouch","0.000","Swiggy","PM","18%","39209999"
"PM24-Yumasana Cashew Salted Standy Pouch","PM","Packaging","Pouch","0.000","Swiggy","PM","18%","39209999"
"PM24-Yumasana Cashew Sour Cream Standy Pouch","PM","Packaging","Pouch","0.000","Swiggy","PM","18%","39209999"
"PM24-Yumasana Coated Peanut Barbeque Standy Pouch","PM","Packaging","Pouch","0.000","Swiggy","PM","18%","39209999"
"PM24-Yumasana Coated Peanut Chilli Garlic Standy Pouch","PM","Packaging","Pouch","0.000","Swiggy","PM","18%","39209999"
"PM24-Yumasana Coated Peanut Peri Peri Standy Pouch","PM","Packaging","Pouch","0.000","Swiggy","PM","18%","39209999"
"PM24-Yumasana Coated Peanut Thai Chilli Standy Pouch","PM","Packaging","Pouch","0.000","Swiggy","PM","18%","39209999"
"PM24-Zahidi Dates 900 gm Pouch Digital","PM","Packaging","Pouch Roll","0.000","GENERAL","PM","18%","39232990"
"PM24-Zahidi Dates 900 Grm Pouch Digital","PM","Packaging","Pouch Roll","0.000","HOH/Common","PM","18%","39232990"
"PM24-Zahidi Dates Label 1kg","PM","Packaging","Label","0.000","HOH/Common","PM","18%","48211090"
"PM24-Zahidi Dates Pouch (Reliance-unbranded) 500 gm","PM","Packaging","Pouch","0.000","RELIANCE","PM","18%","39232990"
"PM24-Zahidi Dates Pouch (Reliance-unbranded) 500 gm","PM","Packaging","Pouch","0.000","RELIANCE","PM","18%","39232990"
"PM24-Zesque Choco Chips Monocarton 200gm","PM","Packaging","Monocarton ","0.000","BioSpark","PM","18%","48191090"
"PM24-Zesque Hemp Seeds Barbeque 200 gm pouch","PM","Packaging","Pouch","0.000","BioSpark","PM","18%","39232990"
"PM24-Zesque Hemp Seeds Mint 200 gm","PM","Packaging","Pouch","0.000","BioSpark","PM","18%","39232990"
"PM24-Zesque Hemp Trail Mix Salt & Pepper Roasted 200 gm","PM","Packaging","Pouch","0.000","BioSpark","PM","18%","39232990"
"PM24-Zipper Laminated Plain Standy Zipper Pouch (4.75x7.5 in) 100 gm","PM","Packaging","Pouch","0.000","GENERAL","PM","18%","39231010"
"PM24-Zipper Laminated Plain Standy Zipper Pouch (6x9 in) 150 gm","PM","Packaging","Pouch","0.000","GENERAL","PM","18%","39231010"
"PM24-Zipper-Silver Standy Pouch 5 x 9 150 gm","PM","Packaging","Pouch","0.000","GENERAL","PM","18%","3923"
"PM24-Zipper-Standy Pouch 7 x 10 300 gm","PM","Packaging","Pouch","0.000","GENERAL","PM","18%","39232990"
"PM24-Zorro Pecan Grain Free Granola 50gm Pouch","PM","Packaging","Pouch","0.000","ZORRO","PM","18%","39239090"
"PM24-Zorro Pecan Maple Glazed 50gm Pouch","PM","Packaging","Pouch","0.000","ZORRO","PM","18%","39239090"
"PM24-Zorro Pecan Roasted And Lightly Salted 50gm Pouch","PM","Packaging","Pouch","0.000","ZORRO","PM","18%","39239090"
"PM24-Zorro Pecan Simply  50gm Pouch","PM","Packaging","Pouch","0.000","ZORRO","PM","18%","39239090"
"PM24-Zorro Pecan Sweet And Spicy 50gm Pouch","PM","Packaging","Pouch","0.000","ZORRO","PM","18%","39239090"
"PM24-Zorro Simply Pecan Pouch 200gm","PM","Packaging","Pouch","0.000","ZORRO","PM","18%","39232990"
"PM - Café Galleria 162 x 255 h + gusset 45 mm + 45 mm","PM","Packaging","PM","0.000","GENERAL","PM","18%","39232990"
"PM - Diya Small","PM","Packaging","PM","0.000","GENERAL","PM","18%","(42022910)"
"PM - PLASTIC BAG SILVER WITH ZIPPER (230mmX300mm) - TPL","PM","Packaging","Pouch","0.000","TAJIR","PM","18%","39232990"
"PREGEFLO C 100 G","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","18%","35051010"
"PREGEFLO CH 10 G","RM","SEASONING","Seasoning","1.000","0","Bulk","18%","35051090"
"Premix- Chocolate & Oats Bites","RM","MISCELLANEOUS - RM","Chocolate","1.000","0","Bulk","18%","11029090"
"Premix- Date & Nuts Bites","RM","MISCELLANEOUS - RM","Chocolate","1.000","0","Bulk","18%","11029090"
"Printer Machinery, Accessories, Others 8443","0","Others","Others","0.000","0","0","18%",""
"Printing and Stationery 18%","0","Others","Others","0.000","0","0","18%",""
"Printing Charges","0","Service","Charges","0.000","0","0","18%",""
"Processing  & Packaging","0","Service","Charges","0.000","0","0","18%","998816"
"Professional Fees","0","Service","Charges","0.000","0","0","18%",""
"Pure Maple Syrup","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","18%","17022090"
"Raspberry Flavour 240323","RM","SEASONING","Seasoning","1.000","0","Bulk","18%","33021010"
"Red Chilli Oleoresin (Cap Oleoresin 4010000030)","RM","SEASONING","Seasoning","1.000","0","Bulk","18%","33019022"
"Rose Flavour 060721","RM","SEASONING","Seasoning","1.000","0","Bulk","18%","33021010"
"Salted Caramel Flavour","RM","SEASONING","Seasoning","1.000","0","Bulk","18%","33021090"
"Screws, Nut Bolts, Rivets, Washer Etc 7318","0","Others","Others","0.000","0","0","18%",""
"Semi Sweet Compound","RM","MISCELLANEOUS - RM","Chocolate","1.000","0","Bulk","18%","(17049090)"
"Service_Other miscellaneous","0","Service","Others","0.000","0","0","18%","999799"
"Shatavari Extract","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","18%","13021919"
"SidCoat H","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","18%","35051010"
"Sidflow22","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","18%","35051010"
"S/I/F/E of Structural Work As Per BOM,BOQ,Spec","0","Others","Others","0.000","0","0","18%","7308"
"Silymarin Extract","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","18%","13021919"
"Smoke Paprika Flavour F170","RM","SEASONING","Seasoning","1.000","0","Bulk","18%","33021090"
"Softwares-Adove, Antivirus,Coreldraw Etc","FA","Fixed Asset","Software","1.000","0","0","18%","997331"
"Soya Lecithin Liquid","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","18%","29232010"
"Soy Isolate Protein (Supro 620)","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","18%","350220"
"SS 304 Table","0","Others","Others","0.000","0","0","18%","72042100"
"SS FURNITURES & FIXTURES","0","Others","Others","0.000","0","0","18%","73239900"
"SS Scrap","0","Others","Others","0.000","0","0","18%","72042190"
"Store, Spare and Consumable (18%)","0","Consumables","Consumables","0.000","0","0","18%","39231090"
"Strawberry Flavour 260323","RM","SEASONING","Seasoning","1.000","0","Bulk","18%","33021010"
"Test Sieve Mesh","0","Others","Others","0.000","0","0","18%","96040000"
"Tools - Files,Rasps, Pilers,Pipe Cutters 8203","0","Others","Others","0.000","0","0","18%",""
"TP Link  and Related Accessories-8517","0","Others","Others","0.000","0","0","18%","(85176290)"
"Urban Platter Choco drizzle Waffle Chips, 1kg","RM","MISCELLANEOUS - RM","Chocolate","1.000","Istore","Bulk","18%","19053211"
"Urban Platter Pure Maple Syrup 250ml","FG","MISCELLANEOUS - RM","Other Misc","0.250","Istore","Bulk","18%","17022090"
"Utility Wipes","0","Others","Others","0.000","0","0","18%","481820"
"Vanila Flavour 19112020","RM","SEASONING","Seasoning","1.000","0","Bulk","18%","33021010"
"Vanilla Flavour","RM","SEASONING","Seasoning","1.000","0","Bulk","18%","33021090"
"VANILLA LIQUID EXTRACT","RM","SEASONING","Seasoning","1.000","0","Bulk","18%","33019029"
"Wash Solution","0","Others","Others","0.000","0","0","18%","3402"
"Whey Protein Concentrate 80% Regular","RM","SEASONING","Seasoning","1.000","0","Bulk","18%","35022000"
"Whey Protein Isolate 90% Instant","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","18%","35022000"
"White Compound Chocolate","RM","MISCELLANEOUS - RM","Chocolate","1.000","0","Bulk","18%","17049090"
"Xanthan Gum","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","18%","13019034"
"10KG AL BARKAH SUFRI DATES","RM","DATES","Sufri","1.000","0","DATES BULK","5%","08041020"
"3 Jar Jute Bag Gift Hamper","FG","FESTIVE HAMPERS","Gifting","0.680","HOH","VA","5%","20089999"
"3pcs date balls with blister","FG","BARS & CEREALS","Bites","0.060","0","VA","5%","21069099"
"5 Grain Cereal 35gm","FG","BARS & CEREALS","Cereal","0.035","HOH","VA","5%","19041090"
"5 Grain Cereal 50 GM","FG","BARS & CEREALS","Cereal","0.050","HOH","VA","5%","19041090"
"Abjosh (Munakka) 100gm","FG","RAISIN","Raisin - Abjosh","0.100","DMART","RPC","5%","08062010"
"Acacia Gum - Dink/ Gundar","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","13012000"
"Acrylic 40 Pc Dates Box","FG","TRAIL MIX","Bites","0.400","0","VA","5%","08041020"
"Afghan Apricot 1*1","RM","APRICOT","Apricot - Afghan","1.000","0","Bulk","5%","18131000"
"Afghan Apricot 1*2","RM","APRICOT","Apricot - Afghan","1.000","0","Bulk","5%","18131000"
"Afghan Apricot Selected","RM","APRICOT","Apricot - Afghan","1.000","0","Bulk","5%","18131000"
"Afghan Black Raisins Seeded 1*2","RM","RAISIN","Raisin - Black","1.000","0","Bulk","5%","08062010"
"Afghan Black Raisins Seedless 1*1","RM","RAISIN","Raisin - Black","1.000","0","Bulk","5%","08062010"
"Afghan Black Raisins Seedless 1*2","RM","RAISIN","Raisin - Black","1.000","0","Bulk","5%","08062010"
"Afghan Munakka / Abjosh 1X1","RM","RAISIN","Raisin - Abjosh","1.000","0","Bulk","5%","08062010"
"Afghan Munakka / Abjosh 1X2","RM","RAISIN","Raisin - Abjosh","1.000","0","Bulk","5%","08062010"
"Afghan Raisins 1*1 Green round","RM","RAISIN","Raisin - Afghan","1.000","0","Bulk","5%","08062010"
"Afghan Raisins 1*2 Green round","RM","RAISIN","Raisin - Afghan","1.000","0","Bulk","5%","08062010"
"Afghan Raisins Black Seeded 1*1","RM","RAISIN","Raisin - Black","1.000","0","Bulk","5%","08062010"
"Afghan Shandukhani Green Raisins","RM","RAISIN","Raisin - Shandukhani","1.000","0","Bulk","5%","08062010"
"Ajfan Barbeque Trail Mix Nuts 125g","FG","TRAIL MIX","Trail Mix","0.125","Ajfan","VA","5%","20089999"
"Ajfan Caramel & Himalayan Salt Trail Mix Nuts 125g","FG","TRAIL MIX","Trail Mix","0.125","Ajfan","VA","5%","20089999"
"Ajfan Roasted & Salted Trail Mix 125g","FG","TRAIL MIX","Trail Mix","0.125","Ajfan","VA","5%","20089999"
"Ajwa Dates","RM","DATES","Ajwa","1.000","0","DATES BULK","5%","08041020"
"Al Barakah Ajwa Dates 400gm","FG","DATES","Ajwa","0.400","0","DATES RPC","5%","08041020"
"Al Barakah Ajwa Dates 500G","FG","DATES","Ajwa","0.500","0","DATES RPC","5%","08041020"
"Al Barakah Arabian Dates 300gm","FG","DATES","Khalas","0.300","0","DATES RPC","5%","08041020"
"AL BARAKAH BARHI DATES 10KG","RM","DATES","Barhi","1.000","0","DATES BULK","5%","08041020"
"AL Barakah Date Paste","RM","DATES","Paste","1.000","0","DATES ING","5%","20079990"
"AL BARAKAH DATE PASTE (1 KG packing)","RM","DATES","Paste","1.000","0","DATES ING","5%","20079990"
"Al Barakah Dates Arabian 400g","FG","DATES","Khalas","0.400","0","DATES RPC","5%","08041020"
"Al Barakah Dates Arabian 500g","FG","DATES","Sufri","0.500","0","DATES RPC","5%","08041020"
"Al Barakah Dates Golden 300g","FG","DATES","Barhi","0.300","0","DATES RPC","5%","08041020"
"Al Barakah Dates Golden 500g","FG","DATES","Khalas","0.500","0","DATES RPC","5%","08041020"
"Al Barakah Dates Gulf 300g","FG","DATES","Gulf","0.300","0","DATES RPC","5%","08041020"
"Al Barakah Dates Gulf 500g","FG","DATES","Khalas","0.500","0","DATES RPC","5%","08041020"
"Al Barakah Dates Oman Seedless 1kg","FG","DATES","Seedless","1.000","0","DATES RPC","5%","08041020"
"Al Barakah Dates Safavi 400g","FG","DATES","Safavi","0.400","0","DATES RPC","5%","08041020"
"Al Barakah Dates Safavi Seedless 400g","FG","DATES","Safavi","0.400","0","DATES RPC","5%","08041020"
"AL BARAKAH DATES SYRUP","RM","DATES","Syrup","1.000","0","DATES ING","5%","20079990"
"AL BARAKAH DATES SYRUP (400G Packing)","RM","DATES","Syrup","0.400","0","DATES ING","5%","20079990"
"AL BARAKAH DATE SYRUP(1.15KG X 12)","RM","DATES","Syrup","1.150","0","DATES ING","5%","20079990"
"Al Barakah Dehydrated Date Powder 250g","FG","DATES","Powder","0.250","0","DATES ING","5%","11063090"
"AL BARAKAH DEHYDRATED DATE POWDER - BULK PACK 10KG","RM","DATES","Powder","1.000","0","DATES ING","5%","11063090"
"Al Barakah Emirate Dates 500gm","FG","DATES","Emirates","0.500","0","DATES RPC","5%","08041020"
"Al Barakah Emirates Dates 500 Gm","FG","DATES","Emirates","0.500","0","DATES RPC","5%","08041020"
"Al Barakah Fard Dates 400g","FG","DATES","Fard","0.400","0","DATES RPC","5%","08041020"
"AL BARAKAH FARD DATES PREMIUM - 10KG","RM","DATES","Fard","1.000","0","DATES BULK","5%","08041020"
"AL BARAKAH FARD DATES PREMIUM - 500g","FG","DATES","Fard","0.500","0","DATES RPC","5%","08041020"
"AL BARAKAH FARD DATES STANDARD","RM","DATES","Fard","1.000","0","DATES BULK","5%","08041020"
"AL BARAKAH KHALAS DATES","RM","DATES","Khalas","1.000","0","DATES BULK","5%","08041020"
"AL BARAKAH KHALAS DATES 1KG","FG","DATES","Khalas","1.000","0","DATES RPC","5%","08041020"
"Al Barakah Khalas Dates 400g","FG","DATES","Khalas","0.400","0","DATES RPC","5%","08041020"
"AL BARAKAH KHALAS DATES 500 Gm","FG","DATES","Khalas","0.500","0","DATES RPC","5%","08041020"
"AL BARAKAH KHALAS DATES SEEDLESS 350GM","FG","DATES","Seedless","0.350","0","DATES RPC","5%","08041020"
"Al Barakah Khanezi Dates 500 GM","FG","DATES","Khaneizi","0.500","0","DATES RPC","5%","08041020"
"AL BARAKAH KHANIZEE DATES","RM","DATES","Khaneizi","1.000","0","DATES BULK","5%","08041020"
"Al Barakah Khenaizi Dates 400g","FG","DATES","Khaneizi","0.400","0","DATES RPC","5%","08041020"
"Al Barakah Kimia Dates 500 Gm","FG","DATES","Kimia","0.500","0","DATES RPC","5%","08041020"
"AL BARAKAH MEDJOOL WET DATES PREMIUM","RM","DATES","Medjoul-General","1.000","0","DATES BULK","5%","08041020"
"Al Barakah Medjoul Dates 500Gm","FG","DATES","Medjoul-General","0.500","0","DATES RPC","5%","08041020"
"Al Barakah Oman Dates 400g","FG","DATES","Oman","0.400","0","DATES RPC","5%","08041020"
"Al Barakah Oman Dates 500gm Tub","FG","DATES","Oman","0.500","0","DATES RPC","5%","(08041020)"
"AL BARAKAH PREMIUM EMIRATES DATES 500G.","FG","DATES","Emirates","0.500","0","DATES RPC","5%","08041020"
"Al Barakah Premium Medjool 800gm","FG","DATES","Medjoul-General","0.800","0","DATES RPC","5%","08041020"
"AL BARAKAH PREMIUM SEEDLESS DATES 500G","FG","DATES","Seedless","0.500","0","DATES RPC","5%","08041020"
"AL BARAKAH REZIZ DATES 10KG","RM","DATES","Reziz","1.000","0","DATES BULK","5%","08041020"
"AL BARAKAH SAFAVI DATES 500gm","FG","DATES","Safavi","0.500","0","DATES RPC","5%","08041020"
"AL BARAKAH SAYER DATES THERMO(500GM X 16)","RM","DATES","Sayer","1.000","0","DATES BULK","5%","08041020"
"Aldaka Medjool Premium Jumbo","RM","DATES","Medjoul-Jumbo","1.000","0","DATES BULK","5%","08041020"
"Aldaka Medjool Premium Large","RM","DATES","Medjoul-Large","1.000","0","DATES BULK","5%","08041020"
"Almond Apricot and Seeds Date Balls 48 gms","FG","TRAIL MIX","Trail Mix","0.048","0","VA","5%","21069099"
"Almond Blanched Sliced","RM","ALMOND","Almond - Broken","1.000","0","Bulk","5%","08021200"
"Almond Blanched, whole","RM","ALMOND","Almond - Kernels","1.000","0","Bulk","5%","08021200"
"Almond Cranberry Black currant and seeds Date Balls 48 gms","FG","TRAIL MIX","Trail Mix","0.048","0","VA","5%","21069099"
"Almond Kernal 150gm","FG","ALMOND","Almond - Kernels","0.150","0","RPC","5%","08021200"
"Almond Kernal 450gm","FG","ALMOND","Almond - Kernels","0.450","0","RPC","5%","08021200"
"Almond Kernel","RM","ALMOND","Almond - Kernels","1.000","0","Bulk","5%","08021200"
"Almond Mamra Touch","RM","ALMOND","Almond - Mamra","1.000","0","Bulk","5%","08021200"
"Almond Masala","FG","ALMOND","Almond - Kernels","1.000","0","VA","5%","20081990"
"Almond Peri Peri","FG","ALMOND","Almond - Kernels","1.000","0","VA","5%","20081990"
"Almond Powder","RM","ALMOND","Almond - Broken","1.000","0","Bulk","5%","11063090"
"Almond Roasted","FG","ALMOND","Almond - Kernels","1.000","0","Bulk","5%","08021200"
"Almond Selected 230g","FG","ALMOND","Almond - Kernels","0.230","0","RPC","5%","08021200"
"Almonds Kernel Cube Cut","RM","ALMOND","Almond - Broken","1.000","0","Bulk","5%","08021200"
"Almond Sliced","RM","ALMOND","Almond - Broken","1.000","0","VA","5%","08021200"
"Aloevra Extract","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","21069099"
"Amarath Puff","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","21069099"
"Amarath Puff  - 5%","RM","MISCELLANEOUS - RM","Other Misc","1.000","0","Bulk","5%","11041900"
"Amary Dates","RM","DATES","Amary","1.000","0","DATES BULK","5%","08041020"
"Amary Dates 250g (1356293)","FG","DATES","Amary","0.250","Natures","DATES RPC","5%","08041020"
"Amazon Brand Nuts Berries and Seed Mix 200g (B0B69J57QV)","FG","TRAIL MIX","Trail Mix","0.200","Amazon","VA","5%","20089700"
"Amazon Brand- Vedaka Dry Dates powder 200g","FG","DATES","Powder","0.200","AMAZON","DATES ING","5%","20089999"
"Amazon Brand Vedaka Dryfruits and Berries Mix 200g (B0B69KXW9J)","FG","TRAIL MIX","Trail Mix","0.200","Amazon","VA","5%","20089700"
"Amazon Brand Vedaka Dryfruits and Nut Mix 200g (B0B69KB4GB)","FG","TRAIL MIX","Trail Mix","0.200","Amazon","VA","5%","20089700"
"Amazon Brand - Vedaka Premium Dry Fruits Combo 400 gm Gift Box ( B0BBDJMLYR )","FG","FESTIVE HAMPERS","Gifting","0.400","Amazon","VA","5%","08135020"
"Amazon Brand - Vedaka Raw Sunflower Seeds 1 Kg B0D9P1N25J","FG","SEEDS","Sunflower","1.000","Amazon","RPC","5%","12060010"
